"compound","exposure","spec","margin","estimate","p.value","nobs","detect_rate","sig"
"PFBS","milbase_25km","raw","tobit_censored",-0.222440917737802,1.40955657487307e-14,2032,0.450787401574803,"***"
"PFBS","milbase_25km","raw","intensive_detects",-0.0920412913874899,0.000221630491183973,916,0.450787401574803,"***"
"PFBS","milbase_25km","cov","detect_LPM",-0.0505110295276761,0.000240683486559147,1894,0.450787401574803,"***"
"PFBS","milbase_25km","cov","tobit_censored",-0.150958878444288,2.15297334392502e-05,1894,0.450787401574803,"***"
"PFBS","milbase_25km","cov","intensive_detects",-0.0558707035863595,0.11598519074523,841,0.450787401574803,""
"PFBS","all_combined_10km","raw","detect_LPM",-0.0814576160386207,1.32512303267409e-09,2032,0.450787401574803,"***"
"PFBS","all_combined_10km","raw","tobit_censored",-0.228974537825934,3.73056839957692e-11,2032,0.450787401574803,"***"
"PFBS","all_combined_10km","raw","intensive_detects",-0.0792936905768641,0.00565982733658553,916,0.450787401574803,"***"
"PFBS","all_combined_10km","cov","detect_LPM",-0.0531411612395223,0.00064610819531165,1894,0.450787401574803,"***"
"PFBS","all_combined_10km","cov","tobit_censored",-0.138849516530862,0.000370806204142955,1894,0.450787401574803,"***"
"PFBS","all_combined_10km","cov","intensive_detects",0.0130850863560971,0.709243601563614,841,0.450787401574803,""
"PFBS","all_combined_25km","raw","detect_LPM",-0.0404712746203671,4.20904145220453e-09,2032,0.450787401574803,"***"
"PFBS","all_combined_25km","raw","tobit_censored",-0.119725036718993,1.01736683574048e-11,2032,0.450787401574803,"***"
"PFBS","all_combined_25km","raw","intensive_detects",-0.0523735493454662,0.000464668265343411,916,0.450787401574803,"***"
"PFBS","all_combined_25km","cov","detect_LPM",-0.0212167464258551,0.00922696770077424,1894,0.450787401574803,"***"
"PFBS","all_combined_25km","cov","tobit_censored",-0.0626248057833826,0.0020342488782928,1894,0.450787401574803,"***"
"PFBS","all_combined_25km","cov","intensive_detects",0.00237463440958318,0.900030203387188,841,0.450787401574803,""
